Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/chat/ (SSE),75,3,4,140.13557866671667,2.528699998947559,2046.704200000022,0.0,0.6367181114209818,0.02546872445683927,4,4,5,6,7,2000,2000,2000,2000,2000,2000
,Aggregated,75,3,4,140.13557866671667,2.528699998947559,2046.704200000022,0.0,0.6367181114209818,0.02546872445683927,4,4,5,6,7,2000,2000,2000,2000,2000,2000
